,title,authors,genre,published_year,average_rating
1895,The Fortunate Pilgrim,Mario Puzo,Biography & Autobiography,2004.0,3.82
1896,The Vampire Lestat,Anne Rice,Fiction,2004.0,4.07
1897,Vanish,Tess Gerritsen,Fiction,2006.0,4.12
1898,Darth Bane,Drew Karpyshyn,Fiction,2006.0,4.27
1899,Star Wars,Timothy Zahn,Fiction,2007.0,3.98
1900,Tempest,Troy Denning,Fiction,2006.0,3.82
1901,Star Wars,Ann Margaret Lewis;Helen Keier,Fiction,2006.0,4.16
1902,Tsubasa,CLAMP (Mangaka group),Juvenile Fiction,2005.0,4.29
1903,"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass;Harriet Jacobs,Biography & Autobiography,2004.0,4.0
1904,Already Dead,Charlie Huston,Fiction,2005.0,3.79
1905,No Dominion,Charlie Huston,Fiction,2006.0,3.99
1906,A Slipping-down Life,Anne Tyler,Fiction,1970.0,3.6
1907,Trump,Donald Trump,Biography & Autobiography,2005.0,3.65
1908,Ego & Hubris,Harvey Pekar,Biography & Autobiography,2006.0,3.65
1909,Inferno,Alex Irvine;Bob Kane,Comics & Graphic Novels,2006.0,3.6
1910,Until I Find You,John Irving,Fiction,2006.0,3.63
1911,The Coal Tattoo,Silas House,Fiction,2005.0,4.04
1912,Throne of Jade,Naomi Novik,Fiction,2006.0,3.9
1913,A Dangerous Man,Charlie Huston,Fiction,2006.0,4.07
1914,Enchantment,Orson Scott Card,Fiction,2005.0,3.9
1915,How to Be Lost,Amanda Eyre Ward,Fiction,2005.0,3.54
1916,Queen of the Underworld,Gail Godwin,Fiction,2007.0,2.89
1917,Jarka Ruus,Terry Brooks,Fiction,2005.0,3.97
1918,Armageddon's Children,Terry Brooks,Fiction,2007.0,4.1
1919,Tsubasa 9 Reservoir Chronicle,CLAMP (Mangaka group),,2004.0,4.28
1920,Them,Joyce Carol Oates,Fiction,2006.0,3.71
1921,Thirteen,Richard K. Morgan,Fiction,2007.0,3.89
1922,"Tsubasa, 11",CLAMP (Mangaka group),Amnesia,2004.0,4.28
1923,Tsubasa 12 Reservoir Chronicle,CLAMP (Mangaka group),Graphic novels,2004.0,4.31
1924,Candy Licker,Noire,Fiction,2005.0,4.39
1925,Drop Dead Gorgeous,Linda Howard,Fiction,2006.0,3.93
1926,The Devil's Labyrinth,John Saul,Fiction,2007.0,3.46
1927,Feel the Fear-- and Do it Anyway,Susan J. Jeffers,Psychology,2007.0,4.03
1928,The Devilish Pleasures of a Duke,Jillian Hunter,Fiction,2007.0,3.98
1929,Star Wars Republic Commando,Karen Traviss,Fiction,2006.0,4.24
1930,The Manhattan Hunt Club,John Saul,Fiction,2006.0,3.98
1931,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,Fiction,2006.0,4.26
1932,The Plague Dogs,Richard Adams,Fiction,2006.0,3.85
1933,The Making of Star Wars,J. W. Rinzler,Performing Arts,2007.0,4.54
1934,"Star Trek, the Animated Series",Alan Dean Foster,Star trek fiction,1996.0,3.42
1935,Star Trek Logs Five and Six,Alan Dean Foster,Fiction,2006.0,3.65
1936,Logs Seven and Eight,Alan Dean Foster,Fiction,2006.0,3.69
1937,The Hobbit / The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,2012.0,4.59
1938,The World According to Garp,John Irving,,1999.0,4.08
1939,If this is a Man ; and The Truce,Primo Levi,History,1987.0,4.55
1940,The Drowned and the Saved,Primo Levi,Auschwitz (Poland : Concentration camp),1989.0,4.39
1941,The Lost Continent,Bill Bryson,Cities and towns,1990.0,3.83
1942,The Life and Death of My Lord Gilles de Rais,Robert Nye,,1991.0,3.89
1943,Lincoln,Gore Vidal,Political fiction,1994.0,4.2
1944,The Age of Extremes,Eric J. Hobsbawm,"History, Modern",1996.0,4.24
1945,Hitler's Willing Executioners,Daniel Jonah Goldhagen,Antisemitism,1997.0,3.68
1946,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Popular culture,1998.0,4.27
1947,Brief Interviews with Hideous Men,David Foster Wallace,Misogyny,2001.0,3.87
1948,Embrace,Mark Behr,Fiction,2001.0,3.75
1949,The Tipping Point,Malcolm Gladwell,Social Science,2000.0,3.95
1950,Aldous Huxley,Nicholas Murray,Great Britain,2003.0,3.82
1951,Me Talk Pretty One Day,David Sedaris,Education,2002.0,3.98
1952,Long Walk to Freedom,Nelson Mandela,Apartheid,2003.0,4.39
1953,Dead Air,Iain Banks,London (England),2003.0,3.51
1954,The Kalahari Typing School for Men,Alexander McCall Smith,Botswana,2004.0,4.0
1955,A Likely Lad,Gillian Avery,Adventure stories,1986.0,4.08
1956,The Love Artist,Valerie Parv,Fiction,1987.0,3.25
1957,Lawful Possession,Catherine George,Fiction,1994.0,3.25
1958,P.S. I Love You,Valerie Parv,Fiction,1995.0,2.79
1959,The Boy in White,Tessa Kay,Fiction,1987.0,2.33
1960,The Sultan's Bought Bride,Jane Porter,Fiction,2004.0,3.72
1961,A Mistress For The Taking,Annie West,Fiction,2007.0,3.42
1962,Sky's Pride and Joy,Sandra Steffen,Fiction,2000.0,3.0
1963,If You Don't Know by Now,Teresa Southwick,Fiction,2001.0,3.06
1964,The Stranger Next Door,Joanna Wayne,Fiction,2000.0,4.0
1965,The Sheik & the Princess Bride,Susan Mallery,Fiction,2004.0,3.95
1966,Lori's Little Secret,Christine Rimmer,Fiction,2005.0,3.73
1967,Burning The Map,Laura Caldwell,Fiction,2002.0,3.52
1968,Slightly Settled,Wendy Markham,Fiction,2004.0,3.66
1969,Monkey Business,Sarah Mlynowski,Fiction,2004.0,3.66
1970,The Right Stuff,Merline Lovelace,Fiction,2004.0,3.57
1971,In Dark Waters,Mary Burton,Fiction,2005.0,3.8
1972,The Bluest Eyes in Texas,Marilyn Pappano,Fiction,2005.0,3.67
1973,Wild Fire,Debra Cowan,Fiction,2006.0,3.85
1974,The MacGregors,Nora Roberts,Fiction,2006.0,4.11
1975,Dream Makers,Nora Roberts,Fiction,2006.0,3.81
1976,Rebellion,Nora Roberts,Fiction,2006.0,3.91
1977,The Gunslinger,Mary McBride,Fiction,1995.0,4.12
1978,Lady of the Lake,Elizabeth Mayne,Fiction,1997.0,3.26
1979,The Gunslinger's Bride,Cheryl St. John,Fiction,2001.0,3.66
1980,Tallchief for Keeps,Cait London,Fiction,1997.0,4.22
1981,Time & Again,Nora Roberts,Man-woman relationships,2001.0,3.76
1982,First Impressions,Nora Roberts,Fiction,1992.0,3.74
1983,Year's Happy Ending,Betty Neels,Fiction,2001.0,3.95
1984,Double-Cross,Meredith Fletcher,Fiction,2004.0,3.72
1985,Father to Son,Warren Murphy;Richard Sapir,Fiction,2002.0,4.1
1986,Savage Sun,James Axler,Fiction,1997.0,3.87
1987,Omega Path,James Axler,Fiction,1998.0,3.87
1988,Hydra's Ring,James Axler,Fiction,2006.0,3.88
1989,Her Last Temptation,Leslie Kelly,Fiction,2005.0,3.59
1990,Her Little Secret,Anna Adams,Fiction,2005.0,3.3
1991,Expectant Father,Melinda Curtis,Fiction,2005.0,3.63
1992,The Other Woman,Brenda Novak,Fiction,2006.0,4.11
1993,The Accidental Bodyguard,Ann Major,Fiction,1996.0,3.32
1994,Tallchief,Cait London,Fiction,2002.0,4.12
1995,Dr. Desirable,Kristi Gold,Fiction,2002.0,3.24
1996,Blame it on the Blackout,Heidi Betts,Fiction,2005.0,3.49
1997,Bedded Then Wed,Heidi Betts,Fiction,2006.0,3.41
1998,Blackmailed Into Bed,Heidi Betts,Fiction,2007.0,3.38
1999,Tell Me No Lies,Elizabeth Lowell,Fiction,2006.0,3.98
2000,A Lady At Last,Brenda Joyce,Fiction,2006.0,4.07
2001,"The Pirate, the Adventurer & the Cowboy",Jayne Ann Krentz,Fiction,2006.0,3.87
2002,Call After Midnight & Under the Knife,Tess Gerritsen,Fiction,2006.0,4.0
2003,Manhunting,Jennifer Crusie,Fiction,1993.0,3.77
2004,Reckless Love,Elizabeth Lowell,Fiction,2007.0,3.78
2005,The Perfect Score,Julie Kenner,Fiction,2006.0,3.25
2006,Elphame's Choice,P. C. Cast,Fiction,2004.0,4.02
2007,Winter Moon,Mercedes Lackey;Tanith Lee;C. E. Murphy,Fiction,2005.0,3.78
2008,Brighid's Quest,P. C. Cast,Fiction,2005.0,4.14
2009,Shattered Dance,Caitlin Brennan,Fiction,2006.0,3.91
2010,Sizzle,Jennifer Crusie,Fiction,1994.0,3.09
2011,The Foundling,Georgette Heyer,Fiction,2003.0,3.85
2012,Sylvester,Georgette Heyer,Fiction,2004.0,4.11
2013,"And the Envelope, Please...",Barbara Bretton;Emilie Rose;Isabel Sharpe,Fiction,2006.0,3.57
2014,Suddenly Daddy,Loree Lough,Fiction,1998.0,3.81
2015,Seven Sunny Days,Chris Manby,Fiction,2005.0,3.32
2016,Cross-X,Joe Miller,Social Science,2006.0,3.8
2017,The Echo Maker,Richard Powers,Fiction,2006.0,3.37
2018,That Same Flower,Jostein Gaarder;Anne Born,Fiction,1998.0,3.67
2019,Sylvia,Leonard Michaels,Fiction,2007.0,3.86
2020,Uncommon Carriers,John McPhee,Literary Collections,2006.0,3.95
2021,The World Is Flat [Updated and Expanded],Thomas L. Friedman,Social Science,2006.0,3.68
2022,The Discomfort Zone,Jonathan Franzen,Biography & Autobiography,2006.0,3.39
2023,Everything on a Waffle,Polly Horvath,Juvenile Fiction,2004.0,3.71
2024,Gimpel the Fool and Other Stories,Isaac Bashevis Singer,Fiction,1988.0,4.16
2025,The Natural,Bernard Malamud,Fiction,1952.0,3.63
2026,The Slave,Isaac Bashevis Singer,Fiction,1988.0,4.17
2027,Giving Good Weight,John McPhee,Literary Collections,1994.0,4.22
2028,Sammlung,Isaac Bashevis Singer,Fiction,1982.0,4.37
2029,Heirs of General Practice,John McPhee,Biography & Autobiography,1986.0,4.15
2030,The Control of Nature,John McPhee,Nature,1990.0,4.24
2031,The Death of Artemio Cruz,Carlos Fuentes,Fiction,1991.0,3.86
2032,Coming Into the Country,John McPhee,Nature,1991.0,4.22
2033,Assembling California,John McPhee,Science,1994.0,4.17
2034,Satan in Goray,Isaac Bashevis Singer,Fiction,1996.0,3.86
2035,The Stories (So Far) of Deborah Eisenberg,Deborah Eisenberg,Fiction,1997.0,4.0
2036,The Lost Lunar Baedeker,Mina Loy,Poetry,1997.0,4.17
2037,The Spirit Level,Seamus Heaney,Poetry,1997.0,4.15
2038,The Artist of the Missing,Paul LaFarge,Fiction,1999.0,3.58
2039,The Magic Barrel,Bernard Malamud,Fiction,2003.0,4.0
2040,The Eclogues of Virgil,Virgil,Poetry,2000.0,3.91
2041,The Oresteia of Aeschylus,Aeschylus;Ted Hughes,Drama,2000.0,4.01
2042,The Brothers Karamazov,Fyodor Dostoevsky,Fiction,2002.0,4.32
2043,"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",Anthony E. Wolf,Family & Relationships,2002.0,3.94
2044,Selected Verse,Federico García Lorca;Christopher Maurer;Catherine Brown,Poetry,2004.0,4.43
2045,Crescent and Star,Stephen Kinzer,History,2002.0,3.83
2046,Memoirs of Hadrian,Marguerite Yourcenar;Grace Frick,Fiction,2005.0,4.25
2047,The Fixer,Bernard Malamud,Fiction,2004.0,3.95
2048,The Poetry of Pablo Neruda,Pablo Neruda;Ilan Stavans,Poetry,2005.0,4.45
2049,Play It As It Lays,Joan Didion,Fiction,2005.0,3.87
2050,Gimpel the Fool,Isaac Bashevis Singer,Fiction,1957.0,4.16
2051,Martin and John,Dale Peck,Fiction,2006.0,3.73
2052,Georgics (Zongo Classics),Virgil,Poetry,2017.0,3.85
2053,Palm-of-the-Hand Stories,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,2006.0,4.0
2054,Sophie's World,Jostein Gaarder,Fiction,2007.0,3.91
2055,The complete stories,Flannery O'Connor,Short stories,1971.0,4.4
2056,Molloy,Samuel Beckett,Fiction,1997.0,4.28
2057,The Border Trilogy,Cormac McCarthy,Fiction,1999.0,4.43
2058,Ralph Ellison,Arnold Rampersad,Biography & Autobiography,2007.0,4.14
2059,Collected Shorter Fiction,graf Leo Tolstoy;Louise Maude,Fiction,2001.0,4.42
2060,Palace Walk,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,2019.0,4.46
2061,Essays,George Orwell,Literary Collections,2002.0,4.33
2062,On Late Style,Edward W. Saïd,Literary Criticism,2006.0,3.92
2063,The Good Husband of Zebra Drive,Alexander McCall Smith,Botswana,2007.0,4.07
2064,Blue Shoes and Happiness,Alexander McCall Smith,Botswana,2006.0,4.06
2065,Black Hole,Charles Burns,Comics & Graphic Novels,2005.0,3.83
2066,The Heart of a Woman,Maya Angelou,Biography & Autobiography,1997.0,4.2
2067,Cliffs of Despair,Tom Hunt,Psychology,2006.0,3.72
2068,In Cold Blood,Truman Capote,True Crime,1966.0,4.07
2069,Shakespeare's Kitchen,Francine Segan,Cooking,2003.0,3.99
2070,As She Climbed Across the Table,Jonathan Lethem,Fiction,1998.0,3.67
2071,Evening,Susan Minot,Fiction,1999.0,3.36
2072,The Executioner's Song,Norman Mailer,Fiction,1998.0,4.07
2073,Virginia Woolf,Hermione Lee,Biography & Autobiography,1999.0,4.26
2074,Night Falls Fast,Kay Redfield Jamison,,2011.0,4.09
2075,Geisha,Jodi Cobb;Ian Buruma,Photography,1998.0,3.89
2076,The Amen Corner,James Baldwin,Drama,1998.0,3.9
2077,Tell Me how Long the Train's Been Gone,James Baldwin,Fiction,1998.0,4.25
2078,The Moviegoer,Walker Percy,Fiction,1998.0,3.69
2079,The World and Other Places,Jeanette Winterson,Fiction,2000.0,3.87
2080,Melville,Andrew Delbanco,Biography & Autobiography,2006.0,4.03
2081,A Virtuous Woman,Kaye Gibbons,Fiction,1997.0,3.68
2082,Maximum City,Suketu Mehta,Social Science,2005.0,3.92
2083,Glamorama,Bret Easton Ellis,Fiction,2000.0,3.47
2084,White Teeth,Zadie Smith,FICTION,2000.0,3.76
2085,The Autograph Man,Zadie Smith,Fiction,2003.0,3.15
2086,Awakenings,Oliver W. Sacks,Medical,1999.0,4.09
2087,Sons of Mississippi,Paul Hendrickson,Biography & Autobiography,2004.0,3.81
2088,For the relief of unbearable urges,Nathan Englander,Fiction,2000.0,3.94
2089,"Breath, Eyes, Memory",Edwidge Danticat,Fiction,1998.0,3.87
2090,Founding Brothers,Joseph J. Ellis,Biography & Autobiography,2002.0,3.92
2091,The Tiny One,Eliza Minot,Fiction,2000.0,3.67
2092,Crucible of War,Fred Anderson,History,2000.0,4.15
2093,No Country for Old Men,Cormac McCarthy,Fiction,2006.0,4.13
2094,I Married a Communist,Philip Roth,Fiction,1999.0,3.8
2095,Lives of Girls and Women,Alice Munro,Fiction,2001.0,3.99
2096,The Working Poor,David K. Shipler,Social Science,2005.0,4.03
2097,Masters of Death,Richard Rhodes,History,2003.0,4.05
2098,American Chronicle,Gore Vidal,Vice-Presidents,2000.0,4.07
2099,De Kooning,Mark Stevens;Annalyn Swan,Biography & Autobiography,2006.0,4.11
2100,Geek Love,Katherine Dunn,Fiction,2002.0,3.96
2101,John James Audubon,Richard Rhodes,Art,2006.0,4.14
2102,Mediterranean Winter,Robert D. Kaplan,Travel,2005.0,3.91
2103,Manufacturing Consent,Edward S. Herman;Noam Chomsky,Political Science,2002.0,4.24
2104,Mythology,Alex Ross,Art,2005.0,4.32
2105,Peanuts,Charles M. Schulz,Art,2003.0,4.38
2106,"Good-bye, Chunky Rice",Craig Thompson,Comics & Graphic Novels,2006.0,3.8
2107,The Adolescent,Fyodor Dostoyevsky,Fiction,2004.0,3.94
2108,The Double and the Gambler,Fyodor Mikhailovich Dostoevsky;Fyodor Dostoyevsky,Fiction,2007.0,4.15
2109,Anil's Ghost,Michael Ondaatje,Fiction,2001.0,3.56
2110,The Stories of John Cheever,John Cheever,United States,1978.0,4.27
2111,Ghostwritten,David Mitchell,Fiction,2001.0,4.06
2112,Theatre,William Somerset Maugham,Fiction,2001.0,4.14
2113,The bridegroom,Ha Jin,Fiction,2001.0,3.76
2114,Stranger in the Forest,Eric Hansen,Travel,2000.0,4.1
2115,Elect Mr. Robinson for a Better World,Donald Antrim,Fiction,1993.0,3.67
2116,Staff Training in Mental Handicap,James Hogg;Peter J. Mittler,Intellectual disability facilities,1987.0,4.0
2117,Shroud,John Banville,Fiction,2004.0,3.65
2118,Acts of Faith,Philip Caputo,Fiction,2006.0,3.93
2119,Double Fold,Nicholson Baker,Language Arts & Disciplines,2002.0,3.42
2120,The Box Man,Kōbō Abe,Fiction,2001.0,3.65
2121,The Ruined Map,Kōbō Abe,Fiction,2001.0,3.56
2122,The Face of Another,Kobo Abe;Kōbō Abe,Fiction,2003.0,3.77
2123,A Coffin for Dimitrios,Eric Ambler,Fiction,2001.0,3.92
2124,Journey Into Fear,Eric Ambler,Fiction,2002.0,3.92
2125,The Light of Day,Eric Ambler,Fiction,2004.0,3.74
2126,Julian,Gore Vidal,Fiction,2003.0,4.19
2127,The Dive from Clausen's Pier,Ann Packer,Fiction,2003.0,3.42
2128,Lunar Park,Bret Easton Ellis,Fiction,2006.0,3.62
2129,"Salonica, City of Ghosts",Mark Mazower,History,2006.0,4.25
2130,World Light,Halldór Laxness,Fiction,2002.0,4.13
2131,Paradise Reclaimed,Halldor Kiljan Laxness,Fiction,2002.0,3.79
2132,The Picture of Dorian Gray,Oscar Wilde,Fiction,1998.0,4.07
2133,In Search of Lost Time: Time regained & A guide to Proust,Marcel Proust,France,1998.0,4.41
2134,In Search of Lost Time Volume III The Guermantes Way,Marcel Proust,Fiction,1998.0,4.31
2135,Iceland,David Roberts;Jon Krakauer,Travel,1998.0,3.72
2136,Sodom and Gomorrah,Marcel Proust,Fiction,1992.0,4.36
2137,Sailing Alone Around the Room,Billy Collins,Poetry,2001.0,4.23
2138,Nine Horses,Billy Collins,Poetry,2003.0,4.17
2139,The Trouble With Poetry,Billy Collins,Poetry,2007.0,4.17
2140,Pipe Dream,Solomon Jones,Fiction,2001.0,3.98
2141,Great Expectations,Charles Dickens,Fiction,2001.0,3.76
2142,The Return of the Native,Thomas Hardy,Fiction,1994.0,3.85
2143,Ethan Frome & Summer,Edith Wharton,Fiction,2001.0,3.86
2144,The Basic Works of Aristotle,Aristotle,Philosophy,2001.0,4.24
2145,Paris to the Moon,Adam Gopnik,Biography & Autobiography,2001.0,3.76
2146,Comfort Me With Apples,Ruth Reichl,Biography & Autobiography,2002.0,4.03
2147,Little Dorrit,Charles Dickens,Fiction,2002.0,3.98
2148,Crossing to Safety,Wallace Stegner,Fiction,2002.0,4.16
2149,The Waste Land and Other Writings,Thomas Stearns Eliot,Poetry,2002.0,4.21
2150,The Lost Painting,Jonathan Harr,Art,2006.0,3.72
2151,Daniel Deronda,George Eliot,Fiction,1876.0,3.83
2152,The Botany of Desire,Michael Pollan,Gardening,2001.0,4.06
2153,Paris 1919,Margaret MacMillan,History,2002.0,4.07
2154,War and Peace,graf Leo Tolstoy,Fiction,2002.0,4.11
2155,Savage Beauty,Nancy Milford,Biography & Autobiography,2002.0,4.01
2156,The Survivor,John F. Harris,History,2006.0,4.01
2157,The Truth About The Drug Companies,Marcia Angell,Medical,2005.0,3.94
2158,Flap Your Wings,,Juvenile Fiction,2000.0,4.24
2159,The Phantom Tollbooth,Norton Juster,Fantasy fiction,2000.0,4.21
2160,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,Juvenile Nonfiction,2001.0,4.08
2161,The School Skeleton,Ron Roy,Juvenile Fiction,2003.0,3.99
2162,"Love, Stargirl",Jerry Spinelli,Juvenile Fiction,2007.0,3.82
2163,Terrier,Tamora Pierce,Juvenile Fiction,2006.0,4.16
2164,Big Dog ... Little Dog,,Juvenile Fiction,2003.0,4.11
2165,"Junie B., First Grader",Barbara Park,Juvenile Fiction,2003.0,4.03
2166,Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2004.0,4.06
2167,Moose Master,George Edward Stanley,Juvenile Fiction,2004.0,4.08
2168,Code Word Kangaroo,George Edward Stanley,Juvenile Fiction,2004.0,4.33
2169,The Easter Rabbit's Parade,Lois Lenski,Juvenile Fiction,2004.0,2.97
2170,The People of Sparks,Jeanne DuPrau,Juvenile Fiction,2005.0,3.66
2171,Young Warriors,Tamora Pierce;Josepha Sherman,Juvenile Fiction,2005.0,3.91
2172,Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2006.0,4.07
2173,Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2007.0,4.04
2174,Nick and Norah's Infinite Playlist,Rachel Cohn;David Levithan,Juvenile Fiction,2006.0,3.72
2175,Toys Go Out,Emily Jenkins,Juvenile Fiction,2006.0,3.93
2176,The Realm of Possibility,David Levithan,Juvenile Fiction,2006.0,3.93
2177,Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,2007.0,4.18
2178,Are We There Yet?,David Levithan,Juvenile Fiction,2007.0,3.5
2179,Naomi and Ely's No Kiss List,Rachel Cohn;David Levithan,Juvenile Fiction,2007.0,3.44
2180,The Amber Spyglass,Philip Pullman,Juvenile Fiction,2007.0,4.09
2181,Ox,Piers Anthony,Fiction,1976.0,3.43
2182,Laura,Donald Zochert,Biography & Autobiography,1977.0,4.11
2183,Chaining the Lady,Piers Anthony,Fiction,1978.0,3.64
2184,A twist of Lennon,Cynthia Lennon,Biography & Autobiography,1980.0,3.84
2185,Bethany's Sin,Robert R. McCammon,,1984.0,3.57
2186,Boy Who Turned Into a TV Set,Stephen Manes,Juvenile Fiction,1983.0,4.0
2187,100 Great Fantasy Short Short Stories,Isaac Asimov;Terry Carr,Fiction,1985.0,3.95
2188,Stephen Hawking's Universe,John Boslough,Biography & Autobiography,1989.0,4.04
2189,The Grass Crown,Colleen McCullough,Fiction,1992.0,4.29
2190,Caesar's Women,Colleen McCullough,Fiction,1997.0,4.24
2191,Tim,Colleen McCullough,Fiction,1990.0,3.81
2192,Neither Here Nor There:,Bill Bryson,Travel,1993.0,3.87
2193,Made in America,Bill Bryson,Language Arts & Disciplines,1996.0,3.9
2194,The Mother Tongue,Bill Bryson,Language Arts & Disciplines,1991.0,3.94
2195,Lucie Babbidge's House,Sylvia Cassedy,Juvenile Fiction,1993.0,3.75
2196,Wrinkles in Time,George Smoot;Keay Davidson,Science,1994.0,3.99
2197,Shadow of a Dark Queen,Raymond E. Feist,Fiction,1995.0,4.04
2198,The Death of an Irish Sea Wolf,Bartholomew Gill,Fiction,1997.0,3.74
2199,Notes from a Small Island,Bill Bryson,Travel,1997.0,3.92
2200,Prayers for Rain,Dennis Lehane,Fiction,2000.0,4.09
2201,Devil May Care,Elizabeth Peters,Fiction,1977.0,3.87
2202,Street of the Five Moons,Elizabeth Peters,Fiction,2000.0,3.94
2203,Summer of the Dragon,Elizabeth Peters,Fiction,2001.0,3.92
2204,Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction,1998.0,4.17
2205,Shutter Island,Dennis Lehane,Fiction,2004.0,4.09
2206,The Deeds of the Disturber,Elizabeth Peters,Fiction,2000.0,4.05
2207,Killing Time,Cynthia Harrod-Eagles,Fiction,1998.0,3.97
2208,Anne Frank,Johanna Hurwitz,Juvenile Nonfiction,1999.0,3.99
2209,Silver Nights,Jane Feather,Fiction,2001.0,3.53
2210,Xanth 15: The Color of Her Panties,Piers Anthony;Piers A. Jacob,Fiction,1992.0,3.67
2211,Firefly,Piers Anthony,Fiction,1992.0,3.27
2212,Only Mine,Elizabeth Lowell,Fiction,1992.0,3.93
2213,Neon Lit:city of Glass,Bob Callahan,Fiction,1994.0,3.92
2214,To Love a Dark Lord,Anne Stuart,Fiction,1994.0,3.83
2215,Runaway Bride,Deborah Gordon,Fiction,1994.0,4.25
2216,The Night Remembers,Kathleen Eagle,Fiction,1998.0,3.79
2217,Smoke and Mirrors,Neil Gaiman,Fiction,2005.0,4.05
2218,Shards of a Broken Crown,Raymond E. Feist,Fiction,1999.0,4.01
